OBJECTID,Reg_Acro,Acronym,Shelter Name,Status,GIS_ID,Food_Boxe,Food_Cabl,Food_Pole,State,County,Region,District,Trail_Club,Ownership,Latitude,Longitude,height(m),Source
183,SORO,CMC,Roaring Fork Shelter,Official A.T. Shelter,SH192,0,1,0,North Carolina,MADISON,Southern,Congressional District 11,Carolina Mountain Club,FEDERAL FEE - USFS PISGAH NF,35.80492969,-82.94992514,1195.27,2015-2017 Trail Inventory using Trimble GPS Equipment
184,SORO,TEHCC,Moreland Gap Shelter,Official A.T. Shelter,SH37,0,0,0,Tennessee,CARTER,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS CHEROKEE NF,36.22011832,-82.08831437,1140.263,2015-2017 Trail Inventory using Trimble GPS Equipment
185,SORO,SMHC,Davenport Gap Shelter,Official A.T. Shelter,SH38,0,0,0,Tennessee,COCKE,Southern,Congressional District 1,Smoky Mountain Hiking Club,FEDERAL FEE - NPS GRSM,35.76926062,-83.12346523,755.315,2015-2017 Trail Inventory using Trimble GPS Equipment
186,SORO,SMHC,Tri-Corner Knob Shelter,Official A.T. Shelter,SH51,0,2,0,North Carolina,SWAIN,Southern,Congressional District 11,Smoky Mountain Hiking Club,FEDERAL FEE - NPS GRSM,35.69386416,-83.25655536,1768.528,2015-2017 Trail Inventory using Trimble GPS Equipment
187,SORO,SMHC,Double Spring Gap Shelter,Official A.T. Shelter,SH42,0,8,0,North Carolina,SWAIN,Southern,Congressional District 11,Smoky Mountain Hiking Club,FEDERAL FEE - NPS GRSM,35.5651973,-83.54255867,1649.651,2015-2017 Trail Inventory using Trimble GPS Equipment
188,SORO,TEHCC,Cherry Gap Shelter,Official A.T. Shelter,SH40,0,0,0,Tennessee,UNICOI,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS CHEROKEE NF,36.12931748,-82.26405767,1181.188,2015-2017 Trail Inventory using Trimble GPS Equipment
189,SORO,SMHC,Russell Field Shelter,Official A.T. Shelter,SH247,0,7,0,North Carolina,SWAIN,Southern,Congressional District 11,Smoky Mountain Hiking Club,FEDERAL FEE - NPS GRSM,35.56181957,-83.76646057,1298.756,2015-2017 Trail Inventory using Trimble GPS Equipment
190,SORO,SMHC,Derrick Knob Shelter,Official A.T. Shelter,SH93,0,4,0,Tennessee,SEVIER,Southern,Congressional District 1,Smoky Mountain Hiking Club,FEDERAL FEE - NPS GRSM,35.56648425,-83.64184696,1460.112,2015-2017 Trail Inventory using Trimble GPS Equipment
191,SORO,NHC,Muskrat Creek Shelter,Official A.T. Shelter,SH53,0,0,0,North Carolina,CLAY,Southern,Congressional District 11,Nantahala Hiking Club,FEDERAL FEE - USFS NANTAHALA NF,35.02069433,-83.58134041,1363.609,2015-2017 Trail Inventory using Trimble GPS Equipment
192,SORO,CMC,Little Laurel Shelter,Official A.T. Shelter,SH49,0,1,0,North Carolina,MADISON,Southern,Congressional District 11,Carolina Mountain Club,FEDERAL FEE - USFS PISGAH NF,36.01512069,-82.73601381,1091.859,2015-2017 Trail Inventory using Trimble GPS Equipment
193,SORO,CMC,Deer Park Mtn Shelter,Official A.T. Shelter,SH249,0,4,0,North Carolina,MADISON,Southern,Congressional District 11,Carolina Mountain Club,FEDERAL FEE - USFS PISGAH NF,35.87595421,-82.86123531,691.449,2015-2017 Trail Inventory using Trimble GPS Equipment
194,SORO,SMHC,Icewater Spring Shelter,Official A.T. Shelter,SH91,0,2,0,North Carolina,SWAIN,Southern,Congressional District 11,Smoky Mountain Hiking Club,FEDERAL FEE - NPS GRSM,35.62978768,-83.38627004,1773.989,2015-2017 Trail Inventory using Trimble GPS Equipment
195,SORO,NHC,A. Rufus Morgan Shelter,Official A.T. Shelter,SH257,0,0,0,North Carolina,SWAIN,Southern,Congressional District 11,Nantahala Hiking Club,FEDERAL FEE - USFS NANTAHALA NF,35.32431551,-83.59012967,631.209,2015-2017 Trail Inventory using Trimble GPS Equipment
196,SORO,NHC,Carter Gap Shelter,Official A.T. Shelter,SH245,0,1,0,North Carolina,CLAY,Southern,Congressional District 11,Nantahala Hiking Club,FEDERAL FEE - USFS NANTAHALA NF,34.99900813,-83.49414949,1366.103,2015-2017 Trail Inventory using Trimble GPS Equipment
197,SORO,CMC,Spring Mtn Shelter,Official A.T. Shelter,SH250,0,4,0,Tennessee,GREENE,Southern,Congressional District 1,Carolina Mountain Club,FEDERAL FEE - USFS CHEROKEE NF,35.95181425,-82.79011932,1043.056,2015-2017 Trail Inventory using Trimble GPS Equipment
198,SORO,SMHC,Fontana Dam Shelter,Official A.T. Shelter,SH211,0,0,0,North Carolina,GRAHAM,Southern,Congressional District 11,Smoky Mountain Hiking Club,FEDERAL FEE - TVA,35.44850641,-83.7939314,512.883,2015-2017 Trail Inventory using Trimble GPS Equipment
199,SORO,TEHCC,Double Springs Shelter,Official A.T. Shelter,SH254,0,0,0,Tennessee,CARTER,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS CHEROKEE NF,36.50912547,-81.98609253,1213.052,2015-2017 Trail Inventory using Trimble GPS Equipment
200,SORO,SMHC,Cable Gap Shelter,Official A.T. Shelter,SH210,0,0,0,North Carolina,GRAHAM,Southern,Congressional District 11,Smoky Mountain Hiking Club,FEDERAL FEE - USFS NANTAHALA NF,35.41525657,-83.77343738,868.983,2015-2017 Trail Inventory using Trimble GPS Equipment
201,SORO,CMC,Walnut Mtn Shelter,Official A.T. Shelter,SH47,0,1,0,Tennessee,COCKE,Southern,Congressional District 1,Carolina Mountain Club,FEDERAL FEE - USFS CHEROKEE NF,35.83651277,-82.9365003,1268.461,2015-2017 Trail Inventory using Trimble GPS Equipment
202,SORO,GATC,Plumorchard Gap Shelter,Official A.T. Shelter,SH212,0,4,0,Georgia,TOWNS,Southern,Congressional District 9,Georgia Appalachian Trail Club,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.94598064,-83.58828909,880.154,2015-2017 Trail Inventory using Trimble GPS Equipment
203,SORO,GATC,Blue Mtn Shelter,Official A.T. Shelter,SH243,0,1,0,Georgia,TOWNS,Southern,Congressional District 9,Georgia Appalachian Trail Club,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.81721568,-83.76670585,1082.654,2015-2017 Trail Inventory using Trimble GPS Equipment
204,SORO,GATC,Springer Mtn Shelter,Official A.T. Shelter,SH89,0,2,0,Georgia,FANNIN,Southern,Congressional District 9,Georgia Appalachian Trail Club,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.62933437,-84.19278239,1105.034,2015-2017 Trail Inventory using Trimble GPS Equipment
205,NERO,MATC,Baldpate Lean-to Shelter,Official A.T. Shelter,SH284,0,0,0,Maine,OXFORD,New England,Congressional District 2,Maine Appalachian Trail Club,STATE FEE - STATE OF MAINE,44.59845548,-70.91164157,0,2004-2013 Trail Inventory using Trimble GPS Equipment
206,NERO,MATC,The Birches Lean-to Shelter 1,Official A.T. Shelter,SH144,0,0,0,Maine,PISCATAQUIS,New England,Congressional District 2,Maine Appalachian Trail Club,STATE FEE - STATE OF MAINE,45.88675609,-68.99904261,0,2005 GPS Survey using Trimble GPS Equipment
207,NERO,MATC,The Birches Lean-to Shelter 2,Official A.T. Shelter,SH145,0,0,0,Maine,PISCATAQUIS,New England,Congressional District 2,Maine Appalachian Trail Club,STATE FEE - STATE OF MAINE,45.88683584,-68.99898143,0,2005 GPS Survey using Trimble GPS Equipment
208,NERO,RMC,The Perch Shelter,Official A.T. Shelter,NA,0,0,0,New Hampshire,COOS,New England,Congressional District 2,Randolph Mountain Club,FEDERAL FEE - USFS WHITE MTN NF,44.32405263,-71.31192151,0,Supplemental Data - Based on Aerial Imagery
209,NERO,AMC,Zealand Falls Hut,Additional A.T. Shelter,SH170,0,0,0,New Hampshire,GRAFTON,New England,Congressional District 2,Appalachian Mountain Club,FEDERAL FEE - USFS WHITE MTN NF,44.19592786,-71.49437366,0,2004-2013 Trail Inventory using Trimble GPS Equipment
210,NERO,AMC,Madison Spring Hut,Additional A.T. Shelter,SH285,0,0,0,New Hampshire,COOS,New England,Congressional District 2,Appalachian Mountain Club,FEDERAL FEE - USFS WHITE MTN NF,44.32790496,-71.28331479,0,2004-2013 Trail Inventory using Trimble GPS Equipment
211,NERO,AMC,Lake of the Clouds Hut,Additional A.T. Shelter,SH286,0,0,0,New Hampshire,COOS,New England,Congressional District 2,Appalachian Mountain Club,FEDERAL FEE - USFS WHITE MTN NF,44.25890704,-71.31897956,0,2004-2013 Trail Inventory using Trimble GPS Equipment
212,NERO,AMC,Carter Notch Hut,Additional A.T. Shelter,SH289,0,0,0,New Hampshire,COOS,New England,Congressional District 2,Appalachian Mountain Club,FEDERAL FEE - USFS WHITE MTN NF,44.25932963,-71.19540649,0,2004-2013 Trail Inventory using Trimble GPS Equipment
213,MARO,NYNJTC,Wiley Shelter,Official A.T. Shelter,SH306,0,0,0,New York,DUTCHESS,Mid-Atlantic,Congressional District 19,New York-New Jersey Trail Conference,FEDERAL EASEMENT - NPS APPA - OWNER = WESTCHESTER-PUTNAM COUNCIL BSA,41.63788095,-73.53279327,0,Supplemental GPS Data
214,MARO,NYNJTC,Telephone Pioneers Shelter,Official A.T. Shelter,SH197,0,0,0,New York,DUTCHESS,Mid-Atlantic,Congressional District 19,New York-New Jersey Trail Conference,FEDERAL FEE - NPS APPA,41.60384118,-73.61926845,0,Supplemental GPS Data
215,MARO,NYNJTC,Morgan Stewart Shelter,Official A.T. Shelter,SH196,0,0,0,New York,DUTCHESS,Mid-Atlantic,Congressional District 19,New York-New Jersey Trail Conference,FEDERAL FEE - NPS APPA,41.56453855,-73.69216648,0,Supplemental GPS Data
216,MARO,NYNJTC,RPH Shelter,Official A.T. Shelter,SH6,0,0,0,New York,DUTCHESS,Mid-Atlantic,Congressional District 18,New York-New Jersey Trail Conference,FEDERAL FEE - NPS APPA,41.51450286,-73.79280828,0,Supplemental GPS Data
217,MARO,NYNJTC,High Point Shelter,Official A.T. Shelter,SH5,1,0,0,New Jersey,SUSSEX,Mid-Atlantic,Congressional District 5,New York-New Jersey Trail Conference,STATE FEE - STATE OF NEW JERSEY - HIGH POINT SP,41.31575775,-74.65767379,0,Supplemental GPS Data
218,MARO,NYNJTC,West Mtn Shelter,Official A.T. Shelter,SH7,0,0,0,New York,ROCKLAND,Mid-Atlantic,Congressional District 17,New York-New Jersey Trail Conference,STATE FEE - STATE OF NEW YORK - BEAR MTN HARRIMAN SP,41.28244,-74.009193,0,Supplemental GPS Data
219,MARO,NYNJTC,William Brien Memorial Shelter,Official A.T. Shelter,SH8,0,0,0,New York,ORANGE,Mid-Atlantic,Congressional District 18,New York-New Jersey Trail Conference,STATE FEE - STATE OF NEW YORK - BEAR MTN HARRIMAN SP,41.2796,-74.059356,0,Supplemental GPS Data
220,MARO,NYNJTC,Rutherford Shelter,Official A.T. Shelter,SH69,1,0,0,New Jersey,SUSSEX,Mid-Atlantic,Congressional District 5,New York-New Jersey Trail Conference,STATE FEE - STATE OF NEW JERSEY - HIGH POINT SP,41.277145,-74.678099,0,Supplemental GPS Data
221,MARO,NYNJTC,Pochuck Mtn Shelter,Official A.T. Shelter,SH73,1,0,0,New Jersey,SUSSEX,Mid-Atlantic,Congressional District 5,New York-New Jersey Trail Conference,FEDERAL FEE - NPS APPA,41.27125987,-74.51534509,0,Supplemental GPS Data
222,MARO,NYNJTC,Wildcat Shelter,Official A.T. Shelter,SH304,0,0,0,New York,ORANGE,Mid-Atlantic,Congressional District 18,New York-New Jersey Trail Conference,FEDERAL FEE - NPS APPA,41.26826467,-74.26819803,0,Supplemental GPS Data
223,MARO,NYNJTC,Fingerboard Shelter,Official A.T. Shelter,SH314,0,0,0,New York,ORANGE,Mid-Atlantic,Congressional District 18,New York-New Jersey Trail Conference,STATE FEE - STATE OF NEW YORK - BEAR MTN HARRIMAN SP,41.26330713,-74.10404002,0,Supplemental GPS Data
224,MARO,NYNJTC,Mashipacong Shelter,Official A.T. Shelter,SH74,1,0,0,New Jersey,SUSSEX,Mid-Atlantic,Congressional District 5,New York-New Jersey Trail Conference,STATE FEE - STATE OF NEW JERSEY - HIGH POINT SP,41.25215868,-74.68635875,0,Supplemental GPS Data
225,MARO,NYNJTC,Wawayanda Shelter,Official A.T. Shelter,SH75,1,0,0,New Jersey,SUSSEX,Mid-Atlantic,Congressional District 5,New York-New Jersey Trail Conference,STATE FEE - STATE OF NEW JERSEY - WAYWAYANDA SP,41.202216,-74.39813711,0,Supplemental GPS Data
226,MARO,NYNJTC,Gren Anderson Shelter,Official A.T. Shelter,SH3,1,0,0,New Jersey,SUSSEX,Mid-Atlantic,Congressional District 5,New York-New Jersey Trail Conference,STATE FEE - STATE OF NEW JERSEY - STOKES SF,41.19948262,-74.75305004,0,Supplemental GPS Data
227,MARO,NYNJTC,Brink Rd Shelter,Official A.T. Shelter,SH4,1,0,0,New Jersey,SUSSEX,Mid-Atlantic,Congressional District 5,New York-New Jersey Trail Conference,STATE FEE - STATE OF NEW JERSEY - STOKES SF,41.15314,-74.83836,0,Supplemental GPS Data
228,MARO,WTC,Kirkridge Shelter,Official A.T. Shelter,SH167,0,0,0,Pennsylvania,NORTHAMPTON,Mid-Atlantic,Congressional District 17,Wilmington Trail Club,STATE FEE - STATE OF PENNSYLVANIA,40.93672,-75.1868,0,Supplemental GPS Data
229,MARO,AMC-DV,Leroy A. Smith Shelter,Official A.T. Shelter,SH166,0,0,0,Pennsylvania,MONROE,Mid-Atlantic,Congressional District 17,AMC - Delaware Valley Chapter,STATE FEE - STATE OF PENNSYLVANIA,40.83939,-75.35978,0,Supplemental GPS Data
230,MARO,KTA,George W. Outerbridge Shelter,Official A.T. Shelter,SH1,0,0,0,Pennsylvania,LEHIGH,Mid-Atlantic,Congressional District 15,Keystone Trails Association,FEDERAL FEE - NPS APPA,40.78222,-75.61778,0,Supplemental GPS Data
231,MARO,BMECC,Bake Oven Knob Shelter,Official A.T. Shelter,SH309,0,0,0,Pennsylvania,LEHIGH,Mid-Atlantic,Congressional District 15,Blue Mountain Eagle Climbing Club,STATE FEE - STATE OF PENNSYLVANIA - GAME COMMISSION - LANDS NO. 217,40.75411131,-75.72742867,0,Supplemental GPS Data
232,MARO,AHC,Allentown Shelter,Official A.T. Shelter,SH198,0,0,0,Pennsylvania,LEHIGH,Mid-Atlantic,Congressional District 15,Allentown Hiking Club,STATE FEE - STATE OF PENNSYLVANIA - GAME COMMISSION - LANDS NO. 217,40.68306,-75.87361,0,Supplemental GPS Data
233,MARO,BMECC,Eckville Shelter,Official A.T. Shelter,SH164,2,0,0,Pennsylvania,BERKS,Mid-Atlantic,Congressional District 15,Blue Mountain Eagle Climbing Club,FEDERAL FEE - NPS APPA,40.63374,-75.95826,0,Supplemental GPS Data
234,MARO,BMECC,Windsor Furnace Shelter,Official A.T. Shelter,SH162,0,0,0,Pennsylvania,BERKS,Mid-Atlantic,Congressional District 15,Blue Mountain Eagle Climbing Club,FEDERAL FEE - NPS APPA,40.59054,-75.9416,0,Supplemental GPS Data
235,MARO,BMECC,Eagles Nest Shelter,Official A.T. Shelter,SH310,0,0,0,Pennsylvania,SCHUYLKILL,Mid-Atlantic,Congressional District 17,Blue Mountain Eagle Climbing Club,STATE FEE - STATE OF PENNSYLVANIA - WEISER SF,40.54935213,-76.15275525,0,Supplemental GPS Data
236,MARO,BMECC,501 Shelter,Official A.T. Shelter,SH199,0,0,0,Pennsylvania,SCHUYLKILL,Mid-Atlantic,Congressional District 17,Blue Mountain Eagle Climbing Club,FEDERAL FEE - NPS APPA,40.51316542,-76.3468351,0,Supplemental GPS Data
237,MARO,BMECC,Rausch Gap Shelter,Official A.T. Shelter,SH165,0,0,0,Pennsylvania,LEBANON,Mid-Atlantic,Congressional District 15,Blue Mountain Eagle Climbing Club,STATE FEE - STATE OF PENNSYLVANIA - GAME COMMISSION - LANDS NO. 211,40.49864,-76.60047,0,Supplemental GPS Data
238,MARO,BMECC,William Penn Shelter,Official A.T. Shelter,SH9,0,0,0,Pennsylvania,BERKS,Mid-Atlantic,Congressional District 15,Blue Mountain Eagle Climbing Club,FEDERAL FEE - NPS APPA,40.49558483,-76.4144448,0,Supplemental GPS Data
240,MARO,YHC,Clarks Ferry Shelter,Official A.T. Shelter,SH307,1,0,0,Pennsylvania,DAUPHIN,Mid-Atlantic,Congressional District 11,York Hiking Club,FEDERAL FEE - NPS APPA,40.39222911,-76.99408044,0,Supplemental GPS Data
241,MARO,MCM,Cove Mtn (PA) Shelter,Official A.T. Shelter,SH18,1,0,0,Pennsylvania,PERRY,Mid-Atlantic,Congressional District 11,Mountain Club of Maryland,STATE FEE - STATE OF PENNSYLVANIA - GAME COMMISSION - LANDS NO. 170,40.36357029,-77.06759447,0,Supplemental GPS Data
242,MARO,MCM,Darlington Shelter,Official A.T. Shelter,SH168,0,0,0,Pennsylvania,PERRY,Mid-Atlantic,Congressional District 11,Mountain Club of Maryland,STATE FEE - STATE OF PENNSYLVANIA - GAME COMMISSION - LANDS NO. 170,40.30198,-77.08723,0,Supplemental GPS Data
243,MARO,MCM,Alec Kennedy Shelter,Official A.T. Shelter,SH12,0,0,0,Pennsylvania,CUMBERLAND,Mid-Atlantic,Congressional District 11,Mountain Club of Maryland,FEDERAL FEE - NPS APPA,40.11176158,-77.10436719,0,Supplemental GPS Data
244,MARO,MCM,James Fry at Tagg Run Shelter,Official A.T. Shelter,SH11,0,0,0,Pennsylvania,CUMBERLAND,Mid-Atlantic,Congressional District 11,Mountain Club of Maryland,STATE FEE - STATE OF PENNSYLVANIA - MICHAUX SF,40.06293666,-77.20643211,0,Supplemental GPS Data
245,MARO,PATC,Toms Run Shelter,Official A.T. Shelter,SH17,0,0,1,Pennsylvania,CUMBERLAND,Mid-Atlantic,Congressional District 11,Potomac Appalachian Trail Club,STATE FEE - STATE OF PENNSYLVANIA - MICHAUX SF,40.033833,-77.35675,0,Supplemental GPS Data
246,MARO,PATC,Birch Run Shelter,Official A.T. Shelter,SH13,0,0,2,Pennsylvania,CUMBERLAND,Mid-Atlantic,Congressional District 11,Potomac Appalachian Trail Club,STATE FEE - STATE OF PENNSYLVANIA - MICHAUX SF,39.98509896,-77.41975972,0,Supplemental GPS Data
247,MARO,PATC,Quarry Gap Shelter,Official A.T. Shelter,SH14,1,0,0,Pennsylvania,FRANKLIN,Mid-Atlantic,Congressional District 9,Potomac Appalachian Trail Club,STATE FEE - STATE OF PENNSYLVANIA - MICHAUX SF,39.9322,-77.48635,0,Supplemental GPS Data
248,MARO,PATC,Manassas Gap Shelter,Official A.T. Shelter,SH308,0,0,1,Virginia,FAUQUIER,Mid-Atlantic,Congressional District 5,Potomac Appalachian Trail Club,STATE FEE - STATE OF VIRGINIA - G. RICHARD THOMPSON WMA,38.93069445,-78.03268297,0,Supplemental GPS Data
249,MARO,PATC,Rocky Mtn Shelter 1,Official A.T. Shelter,SH10,0,0,0,Pennsylvania,FRANKLIN,Mid-Atlantic,Congressional District 9,Potomac Appalachian Trail Club,STATE FEE - STATE OF PENNSYLVANIA - MICHAUX SF,39.8685024,-77.50091054,0,Supplemental GPS Data
250,MARO,PATC,Rocky Mtn Shelter 2,Official A.T. Shelter,SH10,1,0,0,Pennsylvania,FRANKLIN,Mid-Atlantic,Congressional District 9,Potomac Appalachian Trail Club,STATE FEE - STATE OF PENNSYLVANIA - MICHAUX SF,39.86685024,-77.50091054,0,Supplemental GPS Data
251,MARO,PATC,Tumbling Run Shelter 1,Official A.T. Shelter,SH16,0,0,1,Pennsylvania,FRANKLIN,Mid-Atlantic,Congressional District 9,Potomac Appalachian Trail Club,STATE FEE - STATE OF PENNSYLVANIA - MICHAUX SF,39.804987,-77.47812,0,Supplemental GPS Data
252,MARO,PATC,Tumbling Run Shelter 2,Official A.T. Shelter,SH16,0,0,0,Pennsylvania,FRANKLIN,Mid-Atlantic,Congressional District 9,Potomac Appalachian Trail Club,STATE FEE - STATE OF PENNSYLVANIA - MICHAUX SF,39.804951,-77.47799,0,Supplemental GPS Data
253,MARO,PATC,Deer Lick Shelter 2,Official A.T. Shelter,SH19,0,0,0,Pennsylvania,FRANKLIN,Mid-Atlantic,Congressional District 9,Potomac Appalachian Trail Club,STATE FEE - STATE OF PENNSYLVANIA - MICHAUX SF,39.76621,-77.48496,0,Supplemental GPS Data
254,MARO,PATC,Deer Lick Shelter 1,Official A.T. Shelter,SH19,0,0,0,Pennsylvania,FRANKLIN,Mid-Atlantic,Congressional District 9,Potomac Appalachian Trail Club,STATE FEE - STATE OF PENNSYLVANIA - MICHAUX SF,39.76604,-77.48497,0,Supplemental GPS Data
255,MARO,PATC,Raven Rock Shelter,Official A.T. Shelter,NA,0,1,0,Maryland,WASHINGTON,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,STATE FEE - STATE OF MARYLAND,39.67332,-77.52988,0,Supplemental GPS Data
256,MARO,PATC,Ensign Cowall Shelter,Official A.T. Shelter,SH67,0,0,1,Maryland,WASHINGTON,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,STATE FEE - STATE OF MARYLAND,39.63099101,-77.55597004,0,Supplemental GPS Data
257,MARO,PATC,Rocky Run Shelter 2,Official A.T. Shelter,SH315,0,0,1,Maryland,WASHINGTON,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,STATE FEE - STATE OF MARYLAND,39.46214354,-77.63106801,0,Supplemental GPS Data
258,MARO,PATC,Rocky Run Shelter 1,Official A.T. Shelter,SH71,0,0,1,Maryland,WASHINGTON,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,STATE FEE - STATE OF MARYLAND,39.46092409,-77.63118213,0,Supplemental GPS Data
259,MARO,PATC,Ed Garvey Shelter,Official A.T. Shelter,SH72,0,0,0,Maryland,FREDERICK,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,FEDERAL FEE - NPS APPA,39.35978788,-77.66197168,0,Supplemental GPS Data
260,MARO,PATC,David Lesser Memorial Shelter,Official A.T. Shelter,SH2,0,0,1,Virginia,LOUDOUN,Mid-Atlantic,Congressional District 10,Potomac Appalachian Trail Club,FEDERAL FEE - NPS APPA,39.22719915,-77.77939776,0,Supplemental GPS Data
261,MARO,PATC,Sam Moore Shelter,Official A.T. Shelter,SH103,0,0,0,Virginia,CLARKE,Mid-Atlantic,Congressional District 10,Potomac Appalachian Trail Club,FEDERAL FEE - NPS APPA,39.09063,-77.88657,0,Supplemental GPS Data
262,MARO,PATC,Rod Hollow Shelter,Official A.T. Shelter,SH195,0,0,1,Virginia,CLARKE,Mid-Atlantic,Congressional District 10,Potomac Appalachian Trail Club,FEDERAL FEE - NPS APPA,39.04759667,-77.94437129,0,Supplemental GPS Data
263,MARO,PATC,Jim and Molly Denton Shelter,Official A.T. Shelter,SH161,0,0,1,Virginia,WARREN,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,FEDERAL FEE - NPS APPA,38.89015,-78.08306,0,Supplemental GPS Data
264,MARO,PATC,Tom Floyd Wayside Shelter,Official A.T. Shelter,SH163,0,0,0,Virginia,WARREN,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,FEDERAL FEE - NPS APPA,38.85042,-78.16395,0,Supplemental GPS Data
265,MARO,PATC,Gravel Springs Hut Shelter,Official A.T. Shelter,SH100,1,0,1,Virginia,RAPPAHANNOCK,Mid-Atlantic,Congressional District 5,Potomac Appalachian Trail Club,FEDERAL FEE - NPS SHEN,38.76384,-78.23391,0,Supplemental GPS Data
266,MARO,PATC,Pass Mtn Hut Shelter,Official A.T. Shelter,SH101,1,0,1,Virginia,RAPPAHANNOCK,Mid-Atlantic,Congressional District 5,Potomac Appalachian Trail Club,FEDERAL FEE - NPS SHEN,38.67656,-78.31918,0,Supplemental GPS Data
267,MARO,PATC,Byrds Nest 3 Hut Shelter,Official A.T. Shelter,SH99,0,0,1,Virginia,PAGE,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,FEDERAL FEE - NPS SHEN,38.6344,-78.32404,0,Supplemental GPS Data
268,MARO,PATC,Rock Spring Hut Shelter,Official A.T. Shelter,SH98,1,0,1,Virginia,PAGE,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,FEDERAL FEE - NPS SHEN,38.55349,-78.40858,0,Supplemental GPS Data
269,MARO,PATC,Bearfence Mtn Hut Shelter,Official A.T. Shelter,SH305,1,0,1,Virginia,GREENE,Mid-Atlantic,Congressional District 5,Potomac Appalachian Trail Club,FEDERAL FEE - NPS SHEN,38.44411936,-78.47047692,0,Supplemental GPS Data
270,MARO,PATC,Hightop Hut Shelter,Official A.T. Shelter,SH311,0,0,2,Virginia,ROCKINGHAM,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,FEDERAL FEE - NPS SHEN,38.33313949,-78.55858719,0,Supplemental GPS Data
271,MARO,PATC,Pinefield Hut Shelter,Official A.T. Shelter,SH96,0,0,2,Virginia,GREENE,Mid-Atlantic,Congressional District 5,Potomac Appalachian Trail Club,FEDERAL FEE - NPS SHEN,38.29052,-78.64603,0,Supplemental GPS Data
272,MARO,PATC,Blackrock Hut Shelter,Official A.T. Shelter,SH312,0,0,1,Virginia,ALBEMARLE,Mid-Atlantic,Congressional District 5,Potomac Appalachian Trail Club,FEDERAL FEE - NPS SHEN,38.21419408,-78.74318936,0,Supplemental GPS Data
273,MARO,PATC,Calf Mtn Shelter,Official A.T. Shelter,SH313,0,0,1,Virginia,AUGUSTA,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,FEDERAL FEE - NPS APPA,38.08551869,-78.7858337,0,Supplemental GPS Data
274,NERO,GMC,Old Job Shelter,Official A.T. Shelter,SH154,0,0,0,Vermont,RUTLAND,New England,Congressional District (at Large),Green Mountain Club,FEDERAL FEE - USFS GREEN MTN NF,43.35414783,-72.92848512,0,Supplemental GPS Data
275,NERO,AMC,Greenleaf Hut,Additional A.T. Shelter,SH137,0,0,0,New Hampshire,GRAFTON,New England,Congressional District 2,Appalachian Mountain Club,FEDERAL FEE - USFS WHITE MTN NF,44.16025147,-71.66022415,0,Supplemental Data - Digitized
276,NERO,AMC,Lonesome Lake Hut,Additional A.T. Shelter,SH138,0,0,0,New Hampshire,GRAFTON,New England,Congressional District 2,Appalachian Mountain Club,FEDERAL FEE - USFS WHITE MTN NF,44.13852169,-71.70317853,0,Supplemental Data - Digitized
277,NERO,AMC,Galehead Hut,Additional A.T. Shelter,SH139,0,0,0,New Hampshire,GRAFTON,New England,Congressional District 2,Appalachian Mountain Club,FEDERAL FEE - USFS WHITE MTN NF,44.18796529,-71.56887957,0,Supplemental Data - Digitized
278,NERO,AMC,Mizpah Spring Hut,Additional A.T. Shelter,SH140,0,0,0,New Hampshire,COOS,New England,Congressional District 2,Appalachian Mountain Club,FEDERAL FEE - USFS WHITE MTN NF,44.21940369,-71.36962974,0,Supplemental Data - Digitized
279,NERO,MATC,Nahmakanta Stream Lean-to Shelter,Official A.T. Shelter,NA,0,0,0,Maine,PISCATAQUIS,New England,Congressional District 2,Maine Appalachian Trail Club,FEDERAL FEE - NPS APPA,45.73537144,-69.05914187,0,Supplemental Data - Based on Inventory Update Form
280,MARO,PATC,Whiskey Hollow Shelter,Official A.T. Shelter,NA,0,0,1,Virginia,FAUQUIER,Mid-Atlantic,Congressional District 5,Potomac Appalachian Trail Club,FEDERAL FEE - NPS APPA,38.96924,-77.99614,0,Supplemental Data - Based on Inventory Update Form
